NTD ID,Legacy NTD ID,Agency,Mode,TOS,3 Mode,Mode/Type of Service Status,Reporter Type,Organization Type,HQ City,HQ State,UACE CD,UZA Name, UZA SQ Miles , UZA Population , Service Area Population , Service Area SQ Miles ,Last Closed Report Year,Last Closed FY End Month,Last Closed FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY
30030,3030,Washington Metropolitan Area Transit Authority,DR,TX,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 4,645,915 "," 1,108 ",2021,6,2021,"55,225","5,663",10,"$26,887.00 ","$550,625.00 ",$97.23 ,$4.75 
30030,3030,Washington Metropolitan Area Transit Authority,HR,DO,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 4,645,915 "," 1,108 ",2023,6,2023,"589,321,101","126,773,716",5,"$231,416,666.00 ","$1,483,819,870.00 ",$11.70 ,$1.83 
30030,3030,Washington Metropolitan Area Transit Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 4,645,915 "," 1,108 ",2023,6,2023,"307,224,136","102,855,922",3,"$55,635,201.00 ","$967,654,253.00 ",$9.41 ,$0.54 
30030,3030,Washington Metropolitan Area Transit Authority,MB,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 4,645,915 "," 1,108 ",2022,6,2022,"5,346,180","742,254",7,"$1,016,066.00 ","$6,541,012.00 ",$8.81 ,$1.37 
30034,3034,Maryland Transit Administration,CB,PT,Bus,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"22,143,896","1,188,435",19,"$7,020,573.00 ","$57,037,349.00 ",$47.99 ,$5.91 
30034,3034,Maryland Transit Administration,CR,PT,Rail,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"93,614,719","3,376,837",28,"$21,334,830.00 ","$158,318,593.00 ",$46.88 ,$6.32 
30034,3034,Maryland Transit Administration,DR,DO,Bus,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"128,699","11,748",11,"$1,416.00 ","$1,389,864.00 ",$118.31 ,$0.12 
30034,3034,Maryland Transit Administration,DR,PT,Bus,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"18,621,987","1,911,185",10,"$113,356.00 ","$140,039,703.00 ",$73.27 ,$0.06 
30034,3034,Maryland Transit Administration,DR,TX,Bus,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"2,993,958","494,533",6,"$12,752.00 ","$32,824,708.00 ",$66.38 ,$0.03 
30034,3034,Maryland Transit Administration,HR,DO,Rail,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"6,650,210","1,756,095",4,"$1,254,665.00 ","$72,377,289.00 ",$41.21 ,$0.71 
30034,3034,Maryland Transit Administration,LR,DO,Rail,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"15,385,667","3,434,185",4,"$2,453,871.00 ","$39,000,686.00 ",$11.36 ,$0.71 
30034,3034,Maryland Transit Administration,MB,DO,Bus,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2023,6,2023,"183,667,563","45,734,006",4,"$32,678,889.00 ","$417,154,767.00 ",$9.12 ,$0.71 
30034,3034,Maryland Transit Administration,MB,PT,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 7,811,145 "," 2,560 ",2011,6,2011,"111,529,506","3,856,738",29,"$14,459,904.00 ","$40,008,281.00 ",$10.37 ,$3.75 
30035,3035,Ohio Valley Regional Transportation Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WHEELING,WV,94726,"Wheeling, WV--OH", 36.81 ," 57,695 "," 57,416 ", 27 ,2023,9,2023,"42,608","6,303",7,"$9,351.00 ","$506,069.00 ",$80.29 ,$1.48 
30035,3035,Ohio Valley Regional Transportation Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WHEELING,WV,94726,"Wheeling, WV--OH", 36.81 ," 57,695 "," 57,416 ", 27 ,2023,9,2023,"1,731,748","311,560",6,"$300,865.00 ","$4,117,868.00 ",$13.22 ,$0.97 
30036,3036,City of Charlottesville,DR,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CHARLOTTESVILLE,VA,15724,"Charlottesville, VA", 36.87 ," 104,191 "," 85,755 ", 38 ,2010,6,2010,"806,425","78,071",10,$11.00 ,"$4,561.00 ",$0.06 ,$0.00 
30036,3036,City of Charlottesville,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",CHARLOTTESVILLE,VA,15724,"Charlottesville, VA", 36.87 ," 104,191 "," 85,755 ", 38 ,2023,6,2023,,,,,,,
30040,3040,City of Annapolis,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",ANNAPOLIS,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 97,649 ", 20 ,2023,6,2023,,,,,,,
30041,3041,Board of Commissioners of Allegany County Maryland,DR,DO,Bus,Active,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",CUMBERLAND,MD,00024,Maryland Non-UZA, -   ," 1,214,444 ",,,2023,6,2023,,,,,,,
30041,3041,Board of Commissioners of Allegany County Maryland,MB,DO,Bus,Active,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",CUMBERLAND,MD,00024,Maryland Non-UZA, -   ," 1,214,444 ",,,2023,6,2023,,,,,,,
30042,3042,Washington County ,DR,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",HAGERSTOWN,MD,36190,"Hagerstown, MD--WV--PA--VA", 120.77 ," 197,557 "," 48,220 ", 70 ,2023,6,2023,,,,,,,
30042,3042,Washington County ,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",HAGERSTOWN,MD,36190,"Hagerstown, MD--WV--PA--VA", 120.77 ," 197,557 "," 48,220 ", 70 ,2023,6,2023,,,,,,,
30044,3044,Westmoreland County Transit Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBURG,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 364,663 "," 1,028 ",2023,6,2023,"1,819,332","157,525",12,"$298,345.00 ","$5,705,907.00 ",$36.22 ,$1.89 
30044,3044,Westmoreland County Transit Authority,DR,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBURG,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 364,663 "," 1,028 ",2010,6,2010,"78,438","8,170",10,"$31,740.00 ","$341,764.00 ",$41.83 ,$3.88 
30044,3044,Westmoreland County Transit Authority,DR,TX,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBURG,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 364,663 "," 1,028 ",2020,6,2020,"1,137,605","95,756",12,"$163,182.00 ","$2,559,827.00 ",$26.73 ,$1.70 
30044,3044,Westmoreland County Transit Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBURG,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 364,663 "," 1,028 ",2023,6,2023,"2,475,558","192,858",13,"$379,464.00 ","$7,416,427.00 ",$38.46 ,$1.97 
30044,3044,Westmoreland County Transit Authority,MB,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,GREENSBURG,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 364,663 "," 1,028 ",2020,6,2020,"2,598,784","188,591",14,"$596,306.00 ","$2,831,497.00 ",$15.01 ,$3.16 
30045,3045,"JAUNT, Inc.",CB,DO,Bus,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,CHARLOTTESVILLE,VA,15724,"Charlottesville, VA", 36.87 ," 104,191 "," 283,142 "," 2,719 ",2023,6,2023,"900,174","46,242",19,$0.00 ,"$998,108.00 ",$21.58 ,$0.00 
30045,3045,"JAUNT, Inc.",DR,DO,Bus,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,CHARLOTTESVILLE,VA,15724,"Charlottesville, VA", 36.87 ," 104,191 "," 283,142 "," 2,719 ",2023,6,2023,"1,533,330","193,993",8,"$230,377.00 ","$9,034,810.00 ",$46.57 ,$1.19 
30048,3048,County of Howard,DR,PT,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",ELLICOTT CITY,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 321,113 ", 251 ,2023,6,2023,"449,995","54,066",8,"$106,904.00 ","$3,503,104.00 ",$64.79 ,$1.98 
30048,3048,County of Howard,DR,TX,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",ELLICOTT CITY,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 321,113 ", 251 ,2022,6,2022,"3,381",300,11,"$3,200.00 ","$25,465.00 ",$84.88 ,$10.67 
30048,3048,County of Howard,MB,PT,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",ELLICOTT CITY,MD,04843,"Baltimore, MD", 654.93 ," 2,212,038 "," 321,113 ", 251 ,2023,6,2023,"1,462,711","269,010",5,"$207,555.00 ","$11,944,492.00 ",$44.40 ,$0.77 
30050,3050,"G G and C Bus Company, Inc.",DR,DO,Bus,Inactive,?,?,Washington,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 ",,,2007,6,2007,"792,902","121,777",7,"$1,401,300.00 ","$1,741,403.00 ",$14.30 ,$11.51 
30050,3050,"G G and C Bus Company, Inc.",MB,DO,Bus,Inactive,?,?,Washington,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 ",,,2007,6,2007,"327,164","39,898",8,"$80,192.00 ","$723,740.00 ",$18.14 ,$2.01 
30051,3051,"Montgomery County, Maryland",DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,062,061 ", 285 ,2023,6,2023,"23,720","13,178",2,"$42,840.00 ","$870,875.00 ",$66.09 ,$3.25 
30051,3051,"Montgomery County, Maryland",DR,PT,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,062,061 ", 285 ,2013,6,2013,"155,858","18,750",8,$0.00 ,"$1,208,284.00 ",$64.44 ,$0.00 
30051,3051,"Montgomery County, Maryland",DR,TX,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,062,061 ", 285 ,2013,6,2013,"1,582,827","215,644",7,"$545,821.00 ","$5,449,046.00 ",$25.27 ,$2.53 
30051,3051,"Montgomery County, Maryland",MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,062,061 ", 285 ,2023,6,2023,"58,117,577","14,359,817",4,"$3,563,574.00 ","$168,130,620.00 ",$11.71 ,$0.25 
30051,3051,"Montgomery County, Maryland",MB,PT,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,062,061 ", 285 ,2008,6,2008,"7,045,420","2,356,378",3,"$658,949.00 ","$12,069,840.00 ",$5.12 ,$0.28 
30054,3054,Centre Area Transportation Authority,DR,DO,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,84493,"State College, PA", 25.92 ," 83,674 "," 104,135 ", 92 ,2021,6,2021,"92,127","14,590",6,"$50,344.00 ","$310,607.00 ",$21.29 ,$3.45 
30054,3054,Centre Area Transportation Authority,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,84493,"State College, PA", 25.92 ," 83,674 "," 104,135 ", 92 ,2023,6,2023,"742,158","91,016",8,"$347,567.00 ","$2,409,253.00 ",$26.47 ,$3.82 
30054,3054,Centre Area Transportation Authority,DR,TX,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,84493,"State College, PA", 25.92 ," 83,674 "," 104,135 ", 92 ,2012,6,2012,"166,421","26,390",6,"$70,392.00 ","$584,241.00 ",$22.14 ,$2.67 
30054,3054,Centre Area Transportation Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,84493,"State College, PA", 25.92 ," 83,674 "," 104,135 ", 92 ,2023,6,2023,"9,362,874","4,681,437",2,"$6,466,776.00 ","$16,277,759.00 ",$3.48 ,$1.38 
30054,3054,Centre Area Transportation Authority,VP,DO,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,84493,"State College, PA", 25.92 ," 83,674 "," 104,135 ", 92 ,2023,6,2023,"787,087","24,252",32,"$55,057.00 ","$109,221.00 ",$4.50 ,$2.27 
30054,3054,Centre Area Transportation Authority,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,84493,"State College, PA", 25.92 ," 83,674 "," 104,135 ", 92 ,2023,6,2023,"1,096,724","26,390",42,"$61,249.00 ","$137,253.00 ",$5.20 ,$2.32 
30055,3055,Mercer County Regional Council of Governments,DR,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",SHARON,PA,00042,Pennsylvania Non-UZA, -   ," 4,196,634 "," 96,432 ", 173 ,2023,6,2023,,,,,,,
30055,3055,Mercer County Regional Council of Governments,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",SHARON,PA,00042,Pennsylvania Non-UZA, -   ," 4,196,634 "," 96,432 ", 173 ,2023,6,2023,,,,,,,
30057,3057,Pennsylvania Department of Transportation,CR,PT,Rail,Active,Full Reporter,State Government Unit or Department of Transportation,HARRISBURG,PA,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 3,554,425 "," 2,092 ",2023,6,2023,"33,974,346","530,252",64,"$21,643,516.00 ","$28,334,581.00 ",$53.44 ,$40.82 
30058,3058,City of Fairfax,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",FAIRFAX,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 22,565 ", 6 ,2023,6,2023,"2,558,100","845,194",3,"$750,000.00 ","$4,709,189.00 ",$5.57 ,$0.89 
30061,3061,Mid Mon Valley Transit Authority,DR,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,CHARLEROI,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 92,428 ", 94 ,2018,6,2018,"4,827",641,8,"$1,704.00 ","$18,137.00 ",$28.29 ,$2.66 
30061,3061,Mid Mon Valley Transit Authority,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CHARLEROI,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 92,428 ", 94 ,2023,6,2023,"2,319,917","209,190",11,"$387,843.00 ","$5,483,675.00 ",$26.21 ,$1.85 
30067,3067,Access Transportation Systems,DR,PT,Bus,Inactive,Full Reporter,Private transportation broker reporting on behalf of a public agency or authority,Pittsburgh,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 1,450,085 ", 760 ,2007,6,2007,"12,232,502","1,708,450",7,"$8,710,689.00 ","$33,074,017.00 ",$19.36 ,$5.10 
30068,3068,"Fairfax County, VA",MB,DO,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",FAIRFAX,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,172,646 ", 407 ,2003,6,2003,"46,565,364","6,831,313",7,"$2,694,398.00 ","$22,323,376.00 ",$3.27 ,$0.39 
30068,3068,"Fairfax County, VA",MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",FAIRFAX,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 1,172,646 ", 407 ,2023,6,2023,"44,414,321","8,365,190",5,"$8,123,934.00 ","$110,431,293.00 ",$13.20 ,$0.97 
30069,3069,City of Danville ,DR,DO,Bus,Active,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",DANVILLE,VA,N/A,N/A,,,,,2023,9,2023,,,,,,,
30069,3069,City of Danville ,MB,DO,Bus,Active,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",DANVILLE,VA,N/A,N/A,,,,,2023,9,2023,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,CB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WOODBRIDGE,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 482,204 ", 348 ,2023,6,2023,"22,289,211","758,177",29,"$3,770,932.00 ","$20,854,067.00 ",$27.51 ,$4.97 
30070,3070,Potomac and Rappahannock Transportation Commission,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WOODBRIDGE,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 482,204 ", 348 ,2023,6,2023,"16,352","5,706",3,$0.00 ,"$1,128,995.00 ",$197.86 ,$0.00 
30070,3070,Potomac and Rappahannock Transportation Commission,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WOODBRIDGE,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 482,204 ", 348 ,2023,6,2023,"4,290,382","818,566",5,"$2,787.00 ","$24,055,019.00 ",$29.39 ,$0.00 
30070,3070,Potomac and Rappahannock Transportation Commission,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WOODBRIDGE,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 482,204 ", 348 ,2023,6,2023,"28,240,940","575,782",49,"$5,643,141.00 ","$3,817,833.00 ",$6.63 ,$9.80 
30071,3071,City of Alexandria ,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ALEXANDRIA,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 159,200 ", 16 ,2023,6,2023,"179,018","39,245",5,"$40,861.00 ","$2,036,060.00 ",$51.88 ,$1.04 
30071,3071,City of Alexandria ,DR,TN,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ALEXANDRIA,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 159,200 ", 16 ,,,,,,,,,,
30071,3071,City of Alexandria ,DR,TX,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ALEXANDRIA,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 159,200 ", 16 ,2020,6,2020,"346,256","53,069",7,"$173,703.00 ","$1,616,451.00 ",$30.46 ,$3.27 
30071,3071,City of Alexandria ,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ALEXANDRIA,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 159,200 ", 16 ,2023,6,2023,"10,314,795","4,540,860",2,"$75,988.00 ","$35,928,241.00 ",$7.91 ,$0.02 
30071,3071,City of Alexandria ,MB,PT,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ALEXANDRIA,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 159,200 ", 16 ,2012,6,2012,"397,256","427,157",1,$0.00 ,"$779,659.00 ",$1.83 ,$0.00 
30072,3072,"Frederick County, Maryland",DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",FREDERICK,MD,31519,"Frederick, MD", 80.29 ," 176,456 "," 95,628 ", 18 ,2023,6,2023,"236,298","36,628",6,$0.00 ,"$1,719,559.00 ",$46.95 ,$0.00 
30072,3072,"Frederick County, Maryland",MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",FREDERICK,MD,31519,"Frederick, MD", 80.29 ," 176,456 "," 95,628 ", 18 ,2023,6,2023,"3,423,014","641,014",5,"$16,830.00 ","$6,473,738.00 ",$10.10 ,$0.03 
30073,3073,Virginia Railway Express,CR,DO,Rail,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,WOODBRIDGE,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 2,415,555 ", 730 ,2007,6,2007,,,,,"$11,817,995.00 ",,
30073,3073,Virginia Railway Express,CR,PT,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WOODBRIDGE,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 2,415,555 ", 730 ,2023,6,2023,"45,696,464","1,466,250",31,"$13,940,102.00 ","$91,445,138.00 ",$62.37 ,$9.51 
30074,3074,Harford County Maryland,DR,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",BEL AIR,MD,06290,"Bel Air--Aberdeen, MD", 107.20 ," 214,647 "," 263,867 ", 527 ,2023,6,2023,,,,,,,
30074,3074,Harford County Maryland,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",BEL AIR,MD,06290,"Bel Air--Aberdeen, MD", 107.20 ," 214,647 "," 263,867 ", 527 ,2023,6,2023,,,,,,,
30075,3075,Delaware Transit Corporation,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DOVER,DE,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 1,031,890 "," 1,948 ",2023,6,2023,"9,271,607","728,644",13,"$3,653,958.00 ","$48,047,056.00 ",$65.94 ,$5.01 
30075,3075,Delaware Transit Corporation,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DOVER,DE,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 1,031,890 "," 1,948 ",2023,6,2023,"1,217,190","82,431",15,"$215,191.00 ","$4,683,372.00 ",$56.82 ,$2.61 
30075,3075,Delaware Transit Corporation,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DOVER,DE,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 1,031,890 "," 1,948 ",2023,6,2023,"34,123,145","6,232,312",5,"$6,926,219.00 ","$68,797,852.00 ",$11.04 ,$1.11 
30075,3075,Delaware Transit Corporation,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DOVER,DE,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 1,031,890 "," 1,948 ",2023,6,2023,"5,285,606","586,099",9,"$617,188.00 ","$11,636,185.00 ",$19.85 ,$1.05 
30076,3076,Williamsburg Area Transit Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WILLIAMSBURG,VA,95411,"Williamsburg, VA", 69.87 ," 89,585 "," 81,100 ", 65 ,2023,6,2023,"122,093","16,137",8,"$53,602.00 ","$1,197,939.00 ",$74.24 ,$3.32 
30076,3076,Williamsburg Area Transit Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WILLIAMSBURG,VA,95411,"Williamsburg, VA", 69.87 ," 89,585 "," 81,100 ", 65 ,2023,6,2023,"3,375,049","724,681",5,"$678,124.00 ","$5,184,293.00 ",$7.15 ,$0.94 
30076,3076,Williamsburg Area Transit Authority,MB,PT,Bus,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,WILLIAMSBURG,VA,95411,"Williamsburg, VA", 69.87 ," 89,585 "," 81,100 ", 65 ,2019,6,2019,"1,630,401","1,265,282",1,"$29,776.00 ","$1,739,446.00 ",$1.37 ,$0.02 
30077,3077,Borough of Pottstown,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",POTTSTOWN,PA,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 54,000 ", 34 ,2023,6,2023,"14,404","4,370",3,"$20,256.00 ","$210,462.00 ",$48.16 ,$4.64 
30077,3077,Borough of Pottstown,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",POTTSTOWN,PA,69076,"Philadelphia, PA--NJ--DE--MD"," 1,898.19 "," 5,696,125 "," 54,000 ", 34 ,2023,6,2023,"226,329","133,826",2,"$226,193.00 ","$2,264,498.00 ",$16.92 ,$1.69 
30078,3078,Southwestern Pennsylvania Commission,VP,PT,Bus,Active,Full Reporter,"MPO, COG or Other Planning Agency",PITTSBURGH,PA,69697,"Pittsburgh, PA", 906.64 ," 1,745,039 "," 1,614,197 ", 833 ,2023,6,2023,"758,063","22,169",34,"$152,545.00 ","$335,761.00 ",$15.15 ,$6.88 
30079,3079,City of Fredericksburg,MB,DO,Bus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",FREDERICKSBURG,VA,31600,"Fredericksburg, VA", 89.62 ," 167,679 "," 113,716 ", 242 ,2023,6,2023,,,,,,,
30080,3080,"Arlington County, Virginia",DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ARLINGTON,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 234,200 ", 26 ,2023,6,2023,"206,888","25,700",8,"$103,382.00 ","$1,877,104.00 ",$73.04 ,$4.02 
30080,3080,"Arlington County, Virginia",DR,TX,Bus,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ARLINGTON,VA,92242,"Washington--Arlington, DC--VA--MD"," 1,294.51 "," 5,174,759 "," 234,200 ", 26 ,2023,6,2023,"116,177","22,232",5,"$129,511.00 ","$643,464.00 ",$28.94 ,$5.83 
